"NguonNhapID","Ten","DiaChi","TinhThanh","QuocGia","DienThoai","Fax","GhiChu","Email","WebSite","Loai","HienThi"
4129,"Santen Pharmaceutical Co., Ltd",,,,,,,,,,1
4130,"Santen Pharmaceutical Co., Ltd.- Nhà máy Noto",,,,,,,,,,1
4131,Santen Pharmaceutical Co.Ltd. - Nhà Máy Noto,,,,,,,,,,1
4132,Santen-Japan,,,,,,,,,,1
4133,Sao Kim - Cty CP DP Sao Kim,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4134,Sao Kim - Việt Nam,,,,,,,,,,1
4135,Sao Mai - Cty TNHH TBYT Sao Mai,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4136,Sao Thái Dương,,,,,,,,,,1
4137,Sao Việt - Cty CP ứng dụng & PTCN Y học Sao Việt,"P5/A10, Ngõ 59, Phố Chùa Láng, Láng Thượng, Đống Đa, Hà Nội.",Thành phố Hà Nội,Việt nam,"437759023","438357477","",                                                  ,                                                  ,NHAPNCC,1
4138,Sava Healthcare,,,,,,,,,,1
4139,Sava Healthcare Ltd,,,,,,,,,,1
4140,Savi,,,,,,,,,NHAPNCC,1
4141,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAVI (SAVIPHARM),TP HCM,An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4142,SAVI (SAVIPHARM),,,,,,,,,NHAPNCC,1
4143,SaVipharm,,,,,,,,,,1
4144,Savipharm - Cty CP DP Savipharm,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4145,SAVIPHARM - ViỆT NAM,,,,,,,,,,1
4146,SC Arena,,,,,,,,,,1
4147,Schazoo,,,,,,,,,,1
4148,"Schering - Plough (Brinny) Co. - Ireland Packed by Schering-Plough Labo N.V., Bỉ, Ireland đóng gói Bỉ",,,,,,,,,,1
4149,"Schering - Plough (Brinny) Company, đóng gói: Schering-Plough Labo N.V.",,,,,,,,,,1
4150,Schering Plough Labo - Ailen,,,,,,,,,,1
4151,"Schering Plough Labo NV-Bỉ,",,,,,,,,,,1
4152,"Schering Plough Products, LLC ®ãng gãi t¹i Schering Plough Labo N.V, Belgium",,,,,,,,,,1
4153,Schreiber,,,,,,,,,,1
4154,Schwager Medica,,,,,,,,,,1
4155,Schwager Medica/ Thụy Sĩ,,,,,,,,,,1
4156,Schwager Medica/Thụy Sỹ,,,,,,,,,,1
4157,Schwager Medical,,,,,,,,,,1
4158,Scinomed / UK,,,,,,,,,,1
4159,SD,,,,,,,,,,1
4160,SD Biosensor,,,,,,,,,,1
4161,SDS,,,,,,,,,,1
4162,Seaphaco - Cty CP đầu tư phát triển Seaphaco,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4163,Sebia,,,,,,,,,,1
4164,Sebia / France,,,,,,,,,,1
4165,"Senju Pharmaceutical Co., Ltd-Nhật",,,,,,,,,,1
4166,Septodont,,,,,,,,,,1
4167,Septodont - Pháp,,,,,,,,,,1
4168,SEPTODONT-Pháp,,,,,,,,,,1
4169,Septordont,,,,,,,,,,1
4170,Serion,,,,,,,,,,1
4171,Servier,,,,,,,,,,1
4172,Servier (Ireland) Industries Ltd.,,,,,,,,,,1
4173,"Servier (Ireland) Industries Ltd.- Ailen,",,,,,,,,,,1
4174,"Servier (Ireland) Industries Ltd.- Ailen, Ailen",,,,,,,,,,1
4175,Servier- Pháp,,,,,,,,,,1
4176,Servier-Pháp,,,,,,,,,,1
4177,SFRI,,,,,,,,,,1
4178,SFRI/ France,,,,,,,,,,1
4179,SG Pharma,,,,,,,,,,1
4180,SG Pharma - Cty TNHH SG Pharma,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4181,Shagun-Ấn Độ,,,,,,,,,,1
4182,Shandong Kexing Bioproducts - China,,,,,,,,,,1
4183,Shandong Kexing Bioproducts Co.,,,,,,,,,,1
4184,"Shandong Kexing Bioproducts Co., Ltd",,,,,,,,,,1
4185,"Shangdong Kexing Bioproducts Co., Ltd",,,,,,,,,,1
4186,Shanghai Bojin Medical,,,,,,,,,,1
4187,Shanghai Litu,,,,,,,,,,1
4188,Shanghai Medic,,,,,,,,,,1
4189,"Shanghai Multi-Med Union Co., Ltd",,,,,,,,,,1
4190,"ShangHai Multi-Med Union Co., Ltd - Trung Quốc",,,,,,,,,,1
4191,Shenzhen Techdow,,,,,,,,,,1
4192,"Shenzhen Techdow Pharmaceutical Co., Ltd",,,,,,,,,,1
4193,"Shenzhen Techdow Pharmaceutical Co., Ltd/ China",,,,,,,,,,1
4194,Shijazhuang - Hongkong,,,,,,,,,,1
4195,"Shijazhuang No.4 Pharmaceutical Co., Ltd",,,,,,,,,,1
4196,"Shijiaxhuang No4 Pharmaceutical Co., Ltd - Đài Loan",,,,,,,,,,1
4197,Shin Poong Pharm Co,,,,,,,,,,1
4198,Shine pharmaceuticals ltd,,,,,,,,,,1
4199,Shine Pharmaceuticals Ltd.,,,,,,,,,,1
4200,"Shineway Pharmaceuticals Co., Ltd.",,,,,,,,,,1
4201,Shingpoong - Cty TNHH DP Shingpoong Daewoo,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4202,Shinmed,,,,,,,,,,1
4203,Shinpoong,,,,,,,,,,1
4204,Shinpoong Daewoo,,,,,,,,,,1
4205,"Shionogi & Co., Ltd. (®ãng gãi t¹i Janssen pharmaceutical N.V)",,,,,,,,,,1
4206,SHUNMEI,,,,,,,,,,1
4207,Sialkot - Pakistan,,,,,,,,,,1
4208,SIC Borshchahivskiy Chemical Pharmaceutical Plant,,,,,,,,,,1
4209,SIC Borshchaihivskiy Chemical Pharmaceutical Plant - Ukraina,,,,,,,,,,1
4210,Sichuan Kelun,,,,,,,,,,1
4211,"Sichuan Kelun Pharmaceutical Co, ltd",,,,,,,,,,1
4212,Sichuan Nigale Biotechnology,,,,,,,,,,1
4213,"Sichuan Nigale Biotechnology Co., Ltd",,,,,,,,,,1
4214,Sidacel,,,,,,,,,,1
4215,Sidapharm,,,,,,,,,,1
4216,Siegfried Hameln GmbH,,,,,,,,,,1
4217,Siemens,,,,,,,,,,1
4218,Siemens - Anh,,,,,,,,,,1
4219,Siemens - Đức,,,,,,,,,,1
4220,Siemens - Mỹ,,,,,,,,,,1
4221,Sifin Diagnostics GmbH,,,,,,,,,,1
4222,Sifin Dianostics GMBH ,,,,,,,,,NHAPNCC,1
4223,Sifin GmbH,,,,,,,,,,1
4224,Sifin GmbH - Đức,,,,,,,,,,1
4225,Sigma,,,,,,,,,,1
4226,Sigma- Italy,,,,,,,,,,1
4227,Sigma/ Corning,,,,,,,,,,1
4228,Sigma/ Corning -Mỹ,,,,,,,,,,1
4229,Sigma-Corning/ Mỹ,,,,,,,,,,1
4230,Sign,,,,,,,,,,1
4231,Sign/ Mỹ,,,,,,,,,,1
4232,Sign/Mỹ,,,,,,,,,,1
4233,Sign-USA,,,,,,,,,,1
4234,Singapore,,,,,,,,,,1
4235,Sinh Nam - Cty TNHH TTBYT & KHKT Sinh Nam,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4236,Sinochem Ningbo Limited-China,,,,,,,,,,1
4237,Sirmaxo,,,,,,,,,,1
4239,SIS Medical AG,,,,,,,,,NHAPNCC,1
4240,Skydent,,,,,,,,,,1
4241,Smart Enterprises,,,,,,,,,,1
4242,SMB Technology S.A,,,,,,,,,,1
4243,Smi,,,,,,,,,,1
4244,SMI - Bỉ,,,,,,,,,,1
4245,SMI A.G - Bỉ,,,,,,,,,,1
4246,SMI A.G/ Bỉ,,,,,,,,,,1
4247,Smi Ag,,,,,,,,,,1
4248,SMI AG/ Bỉ,,,,,,,,,,1
4249,SMI Suture/ Bỉ,,,,,,,,,,1
4250,SMI/ Bỉ,,,,,,,,,,1
4251,SMI/Bỉ,,,,,,,,,,1
4252,Smith & Nephew,,,,,,,,,,1
4253,Smith & Nephew- Anh/Mỹ,,,,,,,,,,1
4254,Smithkline Beecham - Philippines,,,,,,,,,,1
4255,SmithKline Beecham Pharmaceuticals,,,,,,,,,,1
4256,SmithKline Beecham Pharmaceuticals - Anh,,,,,,,,,,1
4257,"SmithKline Beecham Pharmaceuticals - Anh, Anh",,,,,,,,,,1
4258,SmithKline Beecham plc,,,,,,,,,,1
4259,SmithKline Beecham plc - Anh,,,,,,,,,,1
4260,Smiths,,,,,,,,,,1
4261,Smiths Medical,,,,,,,,,,1
4262,Số 9 - CH DCYK Số 9,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4263,Soc Trăng,,,,,,,,,,1
4264,"Sofarimex - Industria Quimaci E Farmaceutica, SA",,,,,,,,,,1
4265,Sofarimex Industria Quimica E,,,,,,,,,,1
4266,Soft Health Creations Pvt.Ltd- Ấn Độ,,,,,,,,,,1
4267,Sohaco - Cty CP DP Sohaco Miền Nam,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4268,Solupharm - Đức,,,,,,,,,,1
4269,Solupharm Pharmazeutische Erzeugnisse GmbH,,,,,,,,,,1
4270,Solupharm Pharmazeutische Erzeunisse GmbH,,,,,,,,,,1
4271,Sơn Lâm - Công ty cổ phần Dược Sơn Lâm,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4272,Sông Hồng - Cty CP CN và XD Sông Hồng,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4273,Song Khanh - Cty TNHH DP Song Khanh,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4274,Song Việt - Cty TNHH DP Song Việt,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4275,Sonomed,,,,,,,,,,1
4276,Sony,,,,,,,,,,1
4277,Sony - Nhật,,,,,,,,,,1
4278,Sopharma,,,,,,,,,,1
4279,Sopharma - Bulgaria,,,,,,,,,,1
4280,Sopharma - Bulgary,,,,,,,,,,1
4281,Sopharma AD,,,,,,,,,,1
4282,Sopharma PLC,,,,,,,,,,1
4283,Sophartex,,,,,,,,,,1
4284,Sophartex - Pháp,,,,,,,,,,1
4285,Sorin Group,,,,,,,,,,1
4286,Sorin Group/ Ý,,,,,,,,,,1
4287,Sorin/ Calmed/ Mỹ,,,,,,,,,,1
4288,Sovigaz,,,,,,,,,,1
4289,Sovigaz - Cty CP hơi kỹ nghệ Que Hàn (Sovigaz),"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4290,Special Product's Line S.P.A,,,,,,,,,,1
4291,Spengler,,,,,,,,,,1
4292,Spiggle & Theis,,,,,,,,,,1
4293,Spiggle & Theis - Đức,,,,,,,,,,1
4294,Spiggle&Theis,,,,,,,,,,1
4295,Spiggle&Theis - Đức,,,,,,,,,,1
4296,Spinreacrt - Đan Mạch,,,,,,,,,,1
4297,Spinreact,,,,,,,,,,1
4298,Spinreact S.A,,,,,,,,,,1
4299,Spinreact/ Spain,,,,,,,,,,1
4300,Spinreact/Spain,,,,,,,,,,1
4301,SPM,,,,,,,,,,1
4302,SPM - Việt Nam,,,,,,,,,,1
4303,SPM-VN,,,,,,,,,,1
4304,Sprinreact,,,,,,,,,,1
4305,Sprinreact - Spain,,,,,,,,,,1
4306,SSW,,,,,,,,,,1
4307,St .Jude -Mỹ,,,,,,,,,,1
5154,CÔNG TY TNHH THƯƠNG MẠI HÀNH TINH XANH,"33 Phan Bá Phiến,P.12,Q.Tân Bình,TPHCM",Thành phố Hồ Chí Minh,Việt Nam, 028 3948 2163,"","",info@blueplanet.com.vn                            ,                                                  ,NHAPNCC,1
4309,St. Jude Medical,,,,,,,,,NHAPNCC,1
4310,St. Jude Medical - Mỹ/ Costa Rica/ Brazil,,,,,,,,,,1
4311,St. Jude Medical-Mỹ/Thụy Điển/ Malaysia,,,,,,,,,,1
4312,St. Jude Medical-USA,,,,,,,,,,1
4313,St. Jude/ AGA/ Mỹ,,,,,,,,,,1
4315,St.Jude Medical ,,,,,,,,,NHAPNCC,1
4316,St.Jude Medical - Mỹ/ Thụy Điển,,,,,,,,,,1
4317,St.Jude Medical/ Mỹ,,,,,,,,,,1
4318,ST.Stone,,,,,,,,,NHAPNCC,1
4319,Stada,,,,,,,,,,1
4320,STADA Việt Nam,,,,,,,,,,1
4321,Stada-VN,,,,,,,,,,1
4322,Stago,,,,,,,,,,1
4323,Stago-Pháp,,,,,,,,,,1
4324,Stago-Ý,,,,,,,,,,1
4325,Standard,,,,,,,,,,1
4326,Standard Chem & Pharm,,,,,,,,,,1
4327,"Standard Chem & Pharm Co., Ltd; 2nd plant",,,,,,,,,,1
4328,"Standard chem & pharma co.,ltd -",,,,,,,,,,1
4329,"Standard Chem. & Pharm. Co,.Ltd.",,,,,,,,,,1
4330,"Standard Chem. & Pharm. Co., Ltd.",,,,,,,,,,1
4331,"Standard Chem. & Pharm. Co., Ltd. - Đài Loan",,,,,,,,,,1
4332,"Standard Diagnostics, Inc",,,,,,,,,,1
4333,"Standard Diagnostics, InC- Hàn Quốc",,,,,,,,,,1
4334,Standpharm,,,,,,,,,,1
4335,Stapleline,,,,,,,,,,1
4336,Stapleline - Đức,,,,,,,,,,1
4337,Sterop - Belgium,,,,,,,,,,1
4338,Sterop Lab,,,,,,,,,,1
4339,Sterop N.V,,,,,,,,,,1
4340,Stigo-on - Việt Nam,,,,,,,,,,1
4341,Streck,,,,,,,,,,1
4342,Streck/Mỹ,,,,,,,,,,1
4343,Strides arcolab Ltd - Ấn Độ,,,,,,,,,,1
4345,Stryker ,,,,,,,,,NHAPNCC,1
4346,Stryker - Boston Scientific,,,,,,,,,NHAPNCC,1
4347,Stryker - Mỹ,,,,,,,,,,1
4348,Stryker / Benchmark,,,,,,,,,,1
4349,Stryker- Boston Scientific,,,,,,,,,NHAPNCC,1
4350,Stryker- Mỹ,,,,,,,,,,1
4351,Stryker/ Boston Scientific,,,,,,,,,,1
4352,Stryker/ Châu Âu,,,,,,,,,,1
4353,Stryker/ Concentric,,,,,,,,,,1
4354,Substipharm Development,,,,,,,,,,1
4355,Sultan,,,,,,,,,,1
4356,Sumbow,,,,,,,,,,1
4357,Sumius,,,,,,,,,,1
4358,Sun Pharma,,,,,,,,,,1
4359,Sun Pharma -  India,,,,,,,,,,1
4360,Sun Pharma - India,,,,,,,,,,1
4361,Sun Pharma- India,,,,,,,,,,1
4362,Sun Pharmaceutical,,,,,,,,,,1
4363,Sun Pharmaceutical Industries Ltd,,,,,,,,,,1
4364,Sun Pharmaceutical Industries Ltd.,,,,,,,,,,1
4365,Sun Pharmaceutical Industries Ltd-India,,,,,,,,,,1
4366,Sun Pharmaceuticals Industries Ltd,,,,,,,,,,1
4367,Sunder,,,,,,,,,,1
4368,Sundial (CP) - Cty CP Sundial Pharma,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4369,Sundial Pharma - Cty TNHH DP Sundial Pharma,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4370,Sung Shim - Korea,,,,,,,,,,1
4371,Sun-India,,,,,,,,,,1
4372,Sun-pharma,,,,,,,,,,1
4373,Sunward - Singapore,,,,,,,,,,1
4374,Sunways,,,,,,,,,,1
4375,Sunways India Pvt Ltd,,,,,,,,,,1
4376,Supermax Glove Manufacturing Sdn.Bhd,,,,,,,,,,1
4377,Suppermax Glove Manufacturing Sdn.Bhd,,,,,,,,,,1
4378,Sure - Endo,,,,,,,,,,1
4379,Surgico,,,,,,,,,,1
4380,Suru,,,,,,,,,,1
4381,Suru - Ấn Độ,,,,,,,,,,1
4382,Suru International PVT. LTD.,,,,,,,,,,1
4383,Sutter,,,,,,,,,,1
4384,Suzhou Laishi,,,,,,,,,,1
4385,Suzhou Sigma-Taiwan,,,,,,,,,,1
4386,Suzhou Yudu,,,,,,,,,,1
4387,Suzhou Yudu Medical,,,,,,,,,,1
4388,Swan Morton (NhẬp TỪ Cty Schreiber - ĐỨc),,,,,,,,,,1
4389,Swan morton/ Đức,,,,,,,,,,1
4390,Swiss,,,,,,,,,,1
4391,Swiss - Taiwan,,,,,,,,,,1
4392,Swiss Caps AG,,,,,,,,,,1
4393,Swiss Parenterals Pvt - India,,,,,,,,,,1
4394,Swiss Parenterel Ltd. - India,,,,,,,,,,1
4395,Swiss Pharma - India,,,,,,,,,,1
4396,Symphon,,,,,,,,,,1
4397,Symphon - Đài Loan,,,,,,,,,,1
4398,Syncom - India,,,,,,,,,,1
4399,Synimed,,,,,,,,,,1
4400,Synmedic,,,,,,,,,,1
4401,Synmedic - India,,,,,,,,,,1
4402,Synmedic Laboratories,,,,,,,,,,1
4403,Synthes,,,,,,,,,,1
4404,Synthes/ Thụy Sĩ,,,,,,,,,,1
4405,Sysmex,,,,,,,,,,1
4406,T.D   - Cty TNHH Dược Phẩm TTBYT T.D,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4407,T.W.I - Công ty CP dược và thiết bị y tế T.W.I,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4408,Ta Da - Công ty CP DP Ta Da,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4409,Tạ Thiên Ân - Cty TNHH TM DV Tạ Thiên Ân,"37/426C Lê Đức Thọ, P17, Q Gò Vấp",Thành phố Hồ Chí Minh,Việt nam,"0866783487","","",                                                  ,                                                  ,NHAPNCC,1
4410,Tablets- India,,,,,,,,,,1
4411,Tablets Ltd.,,,,,,,,,,1
4412,Tae Chang,,,,,,,,,,1
4413,Tài Phát - Cty Tài Phát,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4414,Taiwan Biotech,,,,,,,,,,1
4415,"Taiwan Biotech Co., Ltd",,,,,,,,,,1
4416,"Taiwan Biotech Co., Ltd. - Đài Loan",,,,,,,,,,1
4417,Takeda GmbH,,,,,,,,,,1
4418,Tâm Đức - Cty TNHH DP Tâm Đức,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4419,Tâm Đức - Cty TNHH DP Tâm Đức,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4420,Tâm Đức - Nhà thuốc Tâm Đức,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4421,CÔNG TY TNHH THƯƠNG MẠI TÂM HỢP,"139/4 Bạch Đằng, Phường 15, Quận Bình Thạnh",TP. HCM,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4422,Tâm Thiện Chí,,,,,,,,,,1
4423,CÔNG TY TNHH XUẤT NHẬP KHẨU TRANG THIẾT BỊ Y TẾ TÂM THU,"39 Nguyễn Thị Diệu, P.6, Q.3, TP Hồ Chí Minh",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4424,CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ & TƯ VẤN MÔI TRƯỜNG TÂM THY,"506/19/44 Đường 3/2, Phường 14, Quận 10, Tp. Hồ Chí Minh",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4425,CÔNG TY TNHH DƯỢC PHẨM TÂN AN,Hà Nội,Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4426,Tân Đức - Cty TNHH Tân Đức,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4427,Tân Hồng Bảo - Cty TNHH KTTBYT Tân Hồng Bảo,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4428,Tân Kiều - Cty TNHH MTV TMCN Tân Kiều,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4429,Tân Minh Đức - Cty CPDP Tân Minh Đức,"",Thành phố Hà Nội,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4430,Tân Thành - Cty CP TM và DP Tân Thành,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4431,Tân Trường Sinh - Cty CP KD TM Tân Trường Sinh,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4432,Tanaka,,,,,,,,,,1
4433,Tanaka Sangyo (ALPK2),,,,,,,,,,1
4434,Tanaphar,,,,,,,,,,1
4435,Tanda,,,,,,,,,,1
4436,Tanira,,,,,,,,,,1
4437,Tarchomin,,,,,,,,,,1
4438,"Tarchomin Pharmaceutical Works ""Polfa"" S.A",,,,,,,,,,1
4439,Tarchomin Pharmaceutical Works Polfa  S.A,,,,,,,,,,1
4440,Tarchomin Pharmaceutical Works Polfa S.A,,,,,,,,,,1
4441,Tarchomin Pharmaceutical Works Polfa S.A - Hà Lan,,,,,,,,,,1
4442,Tarchominskie Zaklady - Polan,,,,,,,,,,1
4443,Tarchominskie Zaklady Farmaceutyczne Polfa SpolkaAkcyjna,,,,,,,,,,1
4444,"Tasly Pharmaceutical Group Co., Ltd",,,,,,,,,,1
4445,TATA - Cty TNHH TM Dược và TTBYT TATA,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4446,Tây Âu - Công ty CP Đầu tư và Phát triển Tây Âu,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4447,Tây Đô - DNTN Tây Đô,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4448,CÔNG TY TNHH DƯỢC PHẨM TÂY NAM,Việt Nam,An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4449,Tây Nam Bộ - Cty CP DP Tây Nam Bộ,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4450,CÔNG TY CỔ PHẦN DƯỢC PHẨM TÂY NINH,Việt Nam,An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4451,Tây Sơn - Cty TNHH DP Tây Sơn,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4452,TBYK - Cty TNHH Thiết Bị Y Khoa,"8A-8B Trần Triệu Luật, Phường 6, Quận Tân Bình, TP.HCM",Thành phố Hồ Chí Minh,Việt nam,"08.3971.7047 /","839717049","",                                                  ,                                                  ,NHAPNCC,1
4453,TDM/ Hàn Quốc,,,,,,,,,,1
4454,Techno med,,,,,,,,,NHAPNCC,1
4455,Technologie Medical,,,,,,,,,,1
4456,TEKIA,,,,,,,,,,1
4457,Teknimed,,,,,,,,,,1
4458,Tele - Paper,,,,,,,,,,1
4459,Teleflex,,,,,,,,,,1
4460,Teleflex (Weck),,,,,,,,,,1
4461,Teleflex (Weck)/ Mỹ,,,,,,,,,,1
4462,Telepaper,,,,,,,,,,1
4463,Tele-Paper,,,,,,,,,,1
4464,Tele-Paper/ Mã Lai,,,,,,,,,,1
4465,Tenamyd,,,,,,,,,,1
4466,Tenamyd - CSNQ: Bồ Đào Nha,,,,,,,,,,1
4467,Tenamyd - CSNQ: Labesfal Laboratotios Almiro S.A - Bồ Đào Nha,,,,,,,,,,1
4468,Tenamyd - Cty CP DP Tenamyd,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4469,Tenamyd Pharma,,,,,,,,,,1
4470,"Tenamyd Pharma - CSNQ: Labesfal Laboratorios Almiro, S.A Bồ Đào Nha",,,,,,,,,,1
4471,Tenamyd Pharma - Việt Nam,,,,,,,,,,1
4472,Tenamyd Pharma (CSNQ: Bồ Đào Nha),,,,,,,,,,1
4473,Tenamyd Pharma -(CSNQ: Bồ Đào Nha),,,,,,,,,,1
4474,Tenamyd Pharma (EU-GMP),,,,,,,,,,1
4475,Tenamyd Pharma (NQ của Labesfal Laboratorios Almiro S.A - Bồ Đào Nha),,,,,,,,,,1
4476,Terragene,,,,,,,,,,1
5158,Ay Pharmaceuticals CO.LTD,Nhật,"",Nhật,"","","",                                                  ,                                                  ,NHAPNCC,1
4478,Terumo ,,,,,,,,,NHAPNCC,1
4479,TERUMO - BỈ,,,,,,,,,,1
4480,Terumo - CSS,,,,,,,,,,1
4481,Terumo - Mỹ,,,,,,,,,,1
4483,Terumo - Nhật,,,,,,,,,NHAPNCC,1
4484,Terumo - Nhật/Singapore,,,,,,,,,,1
4485,Terumo - Philippin,,,,,,,,,,1
4486,Terumo - Philippines,,,,,,,,,,1
4487,Terumo - Trung Quốc,,,,,,,,,,1
4488,Terumo / CSS,,,,,,,,,,1
4489,Terumo Corporation,,,,,,,,,,1
4490,Terumo Css,,,,,,,,,,1
4491,Terumo Europe N.V,,,,,,,,,,1
4492,Terumo Europe N.V - Nhật,,,,,,,,,,1
4493,Terumo/ CSS,,,,,,,,,,1
4494,Terumo/ CSS - Singapore,,,,,,,,,,1
4495,Terumo/ Nhật,,,,,,,,,,1
4496,Terumo/ Vascutek,,,,,,,,,,1
4497,Terumo/CSS,,,,,,,,,,1
4498,Terumo-CSS,,,,,,,,,,1
4499,Terumo-Nhật,,,,,,,,,,1
4500,Teumo,,,,,,,,,,1
4501,Teva - Hungary,,,,,,,,,,1
4502,Teva Operations Poland,,,,,,,,,,1
4503,Teva Operations Poland Sp.z.o.o - Poland,,,,,,,,,,1
4504,Teva Pharmaceutical,,,,,,,,,,1
4505,Teva Pharmaceutical Works,,,,,,,,,,1
4506,Teva Pharmaceutical Works - Hungary,,,,,,,,,,1
4507,TH - Cty TNHH DP TH,"32/13 Hồ Thị Kỷ, P1, Q10, TPHCM",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4508,Thái An - Công ty CP XNK Y Tế Thái An,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4509,Thái Dương - Cty Cổ Phần Kỷ Thuật Thái Dương,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4510,Thái Dương - Cty TNHH Giải Pháp Khỏe Thái Dương,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4511,Thái Tú - Cty TNHH DP Thái Tú,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4512,Thăng Long - Cty CP TMDV Thăng Long,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4513,Thăng Long - Cty TNHH TM DP Thăng Long,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
4514,CÔNG TY TNHH THIẾT BỊ Y TẾ THĂNG LONG,"Số nhà 41, ngõ 119 Tây Sơn, P. Quang Trung, Q. Đống Đa, Hà Nội",Thành Phố Hà Nội,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4515,Thành Ân - Cty CP YT Thành Ân,"449/62 Sư vạn hạnh, Phường 12, Quận 10, TP.HCM",Thành phố Hồ Chí Minh,Việt nam,"08.3868 4640","08.3979 8803","",                                                  ,                                                  ,NHAPNCC,1
4516,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT MINH PHƯƠNG,"Lô E2, cụm công nghiệp đa nghề, P .Đình Bảng, thị xã Từ Sơn, tỉnh Bắc Ninh.",Bắc Ninh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4517,Thanh Bình - CH YB Y sinh Thanh Bình,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
4518,Thành Công,,,,,,,,,,1
4519,Thành Công - Việt Nam,,,,,,,,,,1
4520,Thành Công Pharma,,,,,,,,,,1
4521,Thành công-Việt Nam,,,,,,,,,,1
4522,Thanh hoá,,,,,,,,,,1
